CUSTOMERID,RECENCY,FREQUENCY,MONETARY,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_SCORE,SEGMENT
14829,30,4,697.55,4,2,3,423,"POTENTIAL LOYALISTS"
13596,6,2,697.04,5,4,3,543,"LOYAL CUSTOMER"
15700,173,2,696.68,2,3,3,233,OTHERS
17397,23,2,696.41,4,4,3,443,"LOYAL CUSTOMER"
14009,199,2,695.61,1,3,3,133,OTHERS
14959,65,4,695.42,3,2,3,323,OTHERS
15304,61,8,694.40,3,1,3,313,OTHERS
12925,5,2,694.05,5,4,3,543,"LOYAL CUSTOMER"
14643,171,2,693.81,2,3,3,233,OTHERS
12410,309,2,693.33,1,3,3,133,OTHERS
13601,46,2,693.32,3,3,3,333,OTHERS
14111,15,4,692.85,4,2,3,423,"POTENTIAL LOYALISTS"
17198,24,3,692.22,4,3,3,433,"POTENTIAL LOYALISTS"
17733,39,2,692.19,3,3,3,333,OTHERS
13838,6,4,691.73,5,2,3,523,"POTENTIAL LOYALISTS"
16212,20,2,690.34,4,4,3,443,"LOYAL CUSTOMER"
18085,331,2,689.95,1,3,3,133,OTHERS
13023,65,2,689.90,3,3,3,333,OTHERS
15181,67,3,689.48,3,2,3,323,OTHERS
18196,96,2,689.13,2,3,3,233,OTHERS
17502,10,4,689.10,5,2,3,523,"POTENTIAL LOYALISTS"
13799,117,2,688.86,2,3,3,233,OTHERS
16642,5,2,688.33,5,4,3,543,"LOYAL CUSTOMER"
12658,19,1,686.05,4,5,3,453,"LOYAL CUSTOMER"
16122,74,4,684.42,2,2,3,223,"AT RISK"
16495,4,3,684.41,5,3,3,533,"POTENTIAL LOYALISTS"
15669,41,4,684.34,3,2,3,323,OTHERS
12942,132,3,683.90,2,2,3,223,"AT RISK"
17874,186,6,683.46,1,1,3,113,"AT RISK"
14222,178,1,683.17,2,5,3,253,"LOYAL CUSTOMER"
12838,34,2,683.13,3,3,3,333,OTHERS
15582,25,3,682.91,4,3,3,433,"POTENTIAL LOYALISTS"
13548,97,2,682.41,2,3,3,233,OTHERS
18135,30,5,681.91,4,2,3,423,"POTENTIAL LOYALISTS"
12478,4,1,680.99,5,5,3,553,"LOYAL CUSTOMER"
13524,41,5,680.18,3,2,3,323,OTHERS
16872,78,3,680.02,2,2,3,223,"AT RISK"
15322,86,1,679.68,2,5,3,253,"LOYAL CUSTOMER"
13430,19,2,679.45,4,4,3,443,"LOYAL CUSTOMER"
14788,8,2,679.44,5,4,3,543,"LOYAL CUSTOMER"
17994,122,4,678.49,2,2,3,223,"AT RISK"
13925,93,4,678.25,2,2,3,223,"AT RISK"
13607,41,1,678.01,3,5,3,353,"LOYAL CUSTOMER"
13388,132,2,677.10,2,3,3,233,OTHERS
13040,9,2,676.99,5,4,3,543,"LOYAL CUSTOMER"
16377,268,1,676.20,1,4,3,143,"LOYAL CUSTOMER"
15626,75,2,675.80,2,3,3,233,OTHERS
17462,61,2,675.69,3,3,3,333,OTHERS
13325,82,1,675.30,2,5,3,253,"LOYAL CUSTOMER"
16418,45,3,675.27,3,3,3,333,OTHERS
13355,123,1,674.70,2,5,3,253,"LOYAL CUSTOMER"
13464,59,1,674.68,3,5,3,353,"LOYAL CUSTOMER"
17749,179,2,674.52,2,3,3,233,OTHERS
13951,177,3,674.45,2,2,3,223,"AT RISK"
14504,48,4,673.26,3,2,3,323,OTHERS
18121,150,2,673.10,2,3,3,233,OTHERS
14628,92,2,671.96,2,3,3,233,OTHERS
17883,4,4,671.77,5,2,3,523,"POTENTIAL LOYALISTS"
12638,34,1,671.69,3,5,3,353,"LOYAL CUSTOMER"
17299,12,4,669.11,5,2,3,523,"POTENTIAL LOYALISTS"
12418,113,1,668.58,2,5,3,253,"LOYAL CUSTOMER"
14342,22,4,668.56,4,2,3,423,"POTENTIAL LOYALISTS"
13741,72,3,668.43,2,2,3,223,"AT RISK"
16383,75,2,668.36,2,3,3,233,OTHERS
15031,5,4,668.14,5,2,3,523,"POTENTIAL LOYALISTS"
18022,36,1,668.11,3,5,3,353,"LOYAL CUSTOMER"
16268,72,2,667.65,3,3,3,333,OTHERS
15969,3,3,666.10,5,3,3,533,"POTENTIAL LOYALISTS"
17777,25,3,665.86,4,3,3,433,"POTENTIAL LOYALISTS"
17105,160,2,665.78,2,3,3,233,OTHERS
16056,46,1,664.85,3,5,3,353,"LOYAL CUSTOMER"
13963,309,4,664.54,1,2,3,123,"AT RISK"
16208,45,2,664.26,3,3,3,333,OTHERS
15643,192,3,664.00,1,2,3,123,"AT RISK"
14720,6,3,663.81,5,3,3,533,"POTENTIAL LOYALISTS"
13240,97,4,663.65,2,2,3,223,"AT RISK"
16573,85,2,663.61,2,3,3,233,OTHERS
14451,61,2,662.59,3,3,3,333,OTHERS
16014,38,3,662.38,3,3,3,333,OTHERS
18218,212,2,662.08,1,3,3,133,OTHERS
16774,68,4,661.52,3,2,3,323,OTHERS
13028,23,2,661.32,4,4,3,443,"LOYAL CUSTOMER"
14603,275,1,660.00,1,4,3,143,"LOYAL CUSTOMER"
15492,29,2,659.46,4,3,3,433,"POTENTIAL LOYALISTS"
13518,86,1,659.44,2,5,3,253,"LOYAL CUSTOMER"
13759,34,2,659.41,3,3,3,333,OTHERS
16357,34,3,658.88,3,3,3,333,OTHERS
14150,36,2,658.64,3,3,3,333,OTHERS
17779,22,3,658.57,4,3,3,433,"POTENTIAL LOYALISTS"
16696,136,4,657.90,2,2,3,223,"AT RISK"
14818,74,3,657.80,2,2,3,223,"AT RISK"
12577,36,3,657.80,3,3,3,333,OTHERS
15648,205,2,657.35,1,3,3,133,OTHERS
17459,44,2,657.30,3,3,3,333,OTHERS
15677,50,1,657.23,3,5,3,353,"LOYAL CUSTOMER"
16157,16,3,656.69,4,3,3,433,"POTENTIAL LOYALISTS"
13049,65,2,656.68,3,3,3,333,OTHERS
16708,46,1,656.63,3,5,3,353,"LOYAL CUSTOMER"
16127,40,1,656.25,3,5,3,353,"LOYAL CUSTOMER"
14894,86,1,655.75,2,5,3,253,"LOYAL CUSTOMER"
16444,47,4,654.67,3,2,3,323,OTHERS
14651,68,2,654.60,3,3,3,333,OTHERS
17398,115,3,653.38,2,2,3,223,"AT RISK"
18151,135,2,653.35,2,3,3,233,OTHERS
13496,11,2,653.33,5,4,3,543,"LOYAL CUSTOMER"
15205,86,2,653.24,2,3,3,233,OTHERS
14044,27,4,652.82,4,2,3,423,"POTENTIAL LOYALISTS"
14548,151,2,652.80,2,3,3,233,OTHERS
17523,12,4,652.74,5,2,3,523,"POTENTIAL LOYALISTS"
14034,23,3,651.82,4,3,3,433,"POTENTIAL LOYALISTS"
16734,53,3,650.51,3,2,3,323,OTHERS
16469,24,4,650.43,4,2,3,423,"POTENTIAL LOYALISTS"
15571,12,4,650.43,5,2,3,523,"POTENTIAL LOYALISTS"
16969,40,3,650.41,3,3,3,333,OTHERS
17373,41,4,646.92,3,2,3,323,OTHERS
12589,29,2,646.68,4,3,3,433,"POTENTIAL LOYALISTS"
15651,37,3,646.30,3,3,3,333,OTHERS
17545,44,3,645.96,3,3,3,333,OTHERS
14855,120,2,645.65,2,3,3,233,OTHERS
12719,6,2,644.95,5,4,3,543,"LOYAL CUSTOMER"
17312,139,3,644.30,2,2,3,223,"AT RISK"
16431,214,3,642.81,1,2,3,123,"AT RISK"
14020,17,2,642.80,4,4,3,443,"LOYAL CUSTOMER"
13034,55,2,642.77,3,3,3,333,OTHERS
15384,170,2,642.41,2,3,3,233,OTHERS
17046,158,1,642.02,2,5,3,253,"LOYAL CUSTOMER"
15297,11,3,641.94,5,3,3,533,"POTENTIAL LOYALISTS"
12365,292,2,641.38,1,3,3,133,OTHERS
12624,107,2,641.13,2,3,3,233,OTHERS
13417,5,2,640.83,5,4,3,543,"LOYAL CUSTOMER"
13318,2,3,640.76,5,3,3,533,"POTENTIAL LOYALISTS"
12631,58,1,640.50,3,5,3,353,"LOYAL CUSTOMER"
14301,118,1,640.14,2,5,3,253,"LOYAL CUSTOMER"
15919,20,2,639.89,4,4,3,443,"LOYAL CUSTOMER"
17515,32,4,639.02,4,2,3,423,"POTENTIAL LOYALISTS"
18160,58,2,638.06,3,3,3,333,OTHERS
14754,45,2,638.05,3,3,3,333,OTHERS
14664,20,2,637.89,4,4,3,443,"LOYAL CUSTOMER"
14128,61,2,637.50,3,3,3,333,OTHERS
14481,165,2,636.51,2,3,3,233,OTHERS
15829,100,2,636.14,2,3,3,233,OTHERS
15773,6,1,635.68,5,5,3,553,"LOYAL CUSTOMER"
14000,212,1,635.66,1,4,3,143,"LOYAL CUSTOMER"
16139,19,3,635.41,4,3,3,433,"POTENTIAL LOYALISTS"
17985,23,1,634.95,4,5,3,453,"LOYAL CUSTOMER"
13892,27,4,632.97,4,2,3,423,"POTENTIAL LOYALISTS"
14220,248,2,632.40,1,3,3,133,OTHERS
16306,214,6,632.27,1,1,3,113,"AT RISK"
18183,228,2,632.07,1,3,3,133,OTHERS
13822,6,2,632.00,5,4,3,543,"LOYAL CUSTOMER"
14021,156,3,631.90,2,2,3,223,"AT RISK"
15244,66,2,631.57,3,3,3,333,OTHERS
13539,86,3,631.34,2,2,3,223,"AT RISK"
17990,237,3,630.84,1,2,3,123,"AT RISK"
13046,31,2,629.31,4,3,3,433,"POTENTIAL LOYALISTS"
13525,15,2,628.78,4,4,3,443,"LOYAL CUSTOMER"
14687,107,1,628.38,2,5,3,253,"LOYAL CUSTOMER"
16022,261,1,628.28,1,4,3,143,"LOYAL CUSTOMER"
15028,9,4,627.13,5,2,3,523,"POTENTIAL LOYALISTS"
13546,13,3,626.99,5,3,3,533,"POTENTIAL LOYALISTS"
15402,149,2,626.77,2,3,3,233,OTHERS
14036,285,1,626.65,1,4,3,143,"LOYAL CUSTOMER"
13914,12,2,626.45,5,4,3,543,"LOYAL CUSTOMER"
14382,27,1,626.07,4,5,3,453,"LOYAL CUSTOMER"
16750,45,5,623.93,3,2,3,323,OTHERS
16718,370,1,623.75,1,4,3,143,"LOYAL CUSTOMER"
12649,108,3,623.51,2,2,3,223,"AT RISK"
15147,241,1,623.50,1,4,3,143,"LOYAL CUSTOMER"
13368,257,2,623.40,1,3,3,133,OTHERS
15258,169,2,623.16,2,3,3,233,OTHERS
17499,290,1,622.88,1,4,3,143,"LOYAL CUSTOMER"
15182,155,2,622.85,2,3,3,233,OTHERS
17460,95,6,622.43,2,1,3,213,"AT RISK"
15768,116,3,621.83,2,2,3,223,"AT RISK"
18217,30,2,621.75,4,3,3,433,"POTENTIAL LOYALISTS"
16915,10,6,621.68,5,1,3,513,"POTENTIAL LOYALISTS"
17640,87,1,621.66,2,5,3,253,"LOYAL CUSTOMER"
14152,76,2,621.29,2,3,3,233,OTHERS
13402,128,2,621.23,2,3,3,233,OTHERS
16141,89,1,620.40,2,5,3,253,"LOYAL CUSTOMER"
12667,59,1,620.13,3,5,3,353,"LOYAL CUSTOMER"
14529,61,3,620.04,3,2,3,323,OTHERS
13493,276,2,618.63,1,3,3,133,OTHERS
16613,71,1,618.59,3,5,3,353,"LOYAL CUSTOMER"
13145,40,4,618.52,3,2,3,323,OTHERS
12596,52,2,618.27,3,3,3,333,OTHERS
13301,104,4,618.09,2,2,3,223,"AT RISK"
16134,22,2,618.09,4,4,3,443,"LOYAL CUSTOMER"
14593,22,3,617.99,4,3,3,433,"POTENTIAL LOYALISTS"
14377,192,2,617.05,1,3,3,133,OTHERS
16442,2,3,616.79,5,3,3,533,"POTENTIAL LOYALISTS"
16311,18,2,616.26,4,4,3,443,"LOYAL CUSTOMER"
14905,158,2,616.15,2,3,3,233,OTHERS
16005,13,4,615.39,5,2,3,523,"POTENTIAL LOYALISTS"
15275,38,1,615.14,3,5,3,353,"LOYAL CUSTOMER"
16566,16,5,614.66,4,2,3,423,"POTENTIAL LOYALISTS"
16116,212,1,612.78,1,4,3,143,"LOYAL CUSTOMER"
12513,113,1,612.29,2,5,3,253,"LOYAL CUSTOMER"
18149,51,3,612.08,3,3,3,333,OTHERS
15232,114,2,612.06,2,3,3,233,OTHERS
15645,19,1,612.01,4,5,3,453,"LOYAL CUSTOMER"
16109,219,2,611.88,1,3,3,133,OTHERS
16763,199,1,611.85,1,4,3,143,"LOYAL CUSTOMER"
13731,220,2,610.59,1,3,3,133,OTHERS
12673,6,2,610.52,5,4,3,543,"LOYAL CUSTOMER"
15795,150,1,610.01,2,5,3,253,"LOYAL CUSTOMER"
13357,258,1,609.95,1,4,3,143,"LOYAL CUSTOMER"
14636,37,2,609.85,3,3,3,333,OTHERS
13933,110,2,608.79,2,3,3,233,OTHERS
12933,25,3,607.53,4,3,3,433,"POTENTIAL LOYALISTS"
15573,32,2,607.45,4,3,3,433,"POTENTIAL LOYALISTS"
17119,4,2,606.91,5,4,3,543,"LOYAL CUSTOMER"
14710,15,4,606.13,4,2,3,423,"POTENTIAL LOYALISTS"
17849,219,4,605.80,1,2,3,123,"AT RISK"
14133,130,3,605.64,2,2,3,223,"AT RISK"
13888,120,2,605.63,2,3,3,233,OTHERS
17507,262,2,605.58,1,3,3,133,OTHERS
13233,75,2,605.12,2,3,3,233,OTHERS
13558,6,4,605.06,5,2,3,523,"POTENTIAL LOYALISTS"
14323,115,2,605.06,2,3,3,233,OTHERS
14675,17,1,604.75,4,5,3,453,"LOYAL CUSTOMER"
17664,19,2,604.64,4,4,3,443,"LOYAL CUSTOMER"
12944,36,2,604.51,3,3,3,333,OTHERS
16732,32,1,603.75,4,5,3,453,"LOYAL CUSTOMER"
12556,51,2,603.71,3,3,3,333,OTHERS
12707,292,1,603.42,1,4,3,143,"LOYAL CUSTOMER"
17259,149,2,603.37,2,3,3,233,OTHERS
15366,76,2,602.51,2,3,3,233,OTHERS
17890,323,2,602.09,1,3,3,133,OTHERS
12654,11,5,601.98,5,2,3,523,"POTENTIAL LOYALISTS"
14609,73,4,601.56,2,2,3,223,"AT RISK"
16654,142,4,601.27,2,2,3,223,"AT RISK"
12420,64,1,600.39,3,5,3,353,"LOYAL CUSTOMER"
18211,26,5,600.07,4,2,3,423,"POTENTIAL LOYALISTS"
13243,204,1,600.07,1,4,3,143,"LOYAL CUSTOMER"
12872,327,2,599.97,1,3,3,133,OTHERS
12521,143,1,599.68,2,5,3,253,"LOYAL CUSTOMER"
14965,97,2,599.00,2,3,3,233,OTHERS
17420,51,3,598.83,3,3,3,333,OTHERS
14467,18,4,598.76,4,2,3,423,"POTENTIAL LOYALISTS"
15720,25,1,598.73,4,5,3,453,"LOYAL CUSTOMER"
13311,5,2,598.57,5,4,3,543,"LOYAL CUSTOMER"
13959,80,3,598.20,2,2,3,223,"AT RISK"
16298,23,3,598.20,4,3,3,433,"POTENTIAL LOYALISTS"
14108,31,2,597.91,4,3,3,433,"POTENTIAL LOYALISTS"
17864,13,3,597.50,5,3,3,533,"POTENTIAL LOYALISTS"
16788,124,2,597.48,2,3,3,233,OTHERS
14645,157,2,597.09,2,3,3,233,OTHERS
15381,214,2,596.85,1,3,3,133,OTHERS
18246,24,2,596.10,4,4,3,443,"LOYAL CUSTOMER"
17658,26,2,595.42,4,4,3,443,"LOYAL CUSTOMER"
14284,31,2,595.25,4,3,3,433,"POTENTIAL LOYALISTS"
16325,47,3,594.24,3,3,3,333,OTHERS
15442,249,1,594.00,1,4,3,143,"LOYAL CUSTOMER"
12917,129,1,594.00,2,5,3,253,"LOYAL CUSTOMER"
16535,6,1,593.75,5,5,3,553,"LOYAL CUSTOMER"
18232,82,4,592.97,2,2,3,223,"AT RISK"
16203,59,4,592.90,3,2,3,323,OTHERS
14692,138,4,591.55,2,2,3,223,"AT RISK"
13276,64,2,590.93,3,3,3,333,OTHERS
13452,260,2,590.00,1,3,3,133,OTHERS
13270,367,1,590.00,1,4,3,143,"LOYAL CUSTOMER"
14882,27,2,589.70,4,4,3,443,"LOYAL CUSTOMER"
18123,25,2,589.44,4,4,3,443,"LOYAL CUSTOMER"
16723,92,2,589.15,2,3,3,233,OTHERS
16838,198,2,588.85,1,3,3,133,OTHERS
14338,162,2,588.22,2,3,3,233,OTHERS
15624,117,4,588.13,2,2,3,223,"AT RISK"
17351,37,3,587.15,3,3,3,333,OTHERS
17014,9,3,586.33,5,3,3,533,"POTENTIAL LOYALISTS"
17360,18,3,585.79,4,3,3,433,"POTENTIAL LOYALISTS"
12384,29,2,585.27,4,3,3,433,"POTENTIAL LOYALISTS"
15222,319,1,585.00,1,4,3,143,"LOYAL CUSTOMER"
16384,90,2,584.50,2,3,3,233,OTHERS
16072,289,1,584.32,1,4,3,143,"LOYAL CUSTOMER"
14023,8,2,584.07,5,4,3,543,"LOYAL CUSTOMER"
13557,29,2,584.06,4,3,3,433,"POTENTIAL LOYALISTS"
15762,66,2,583.75,3,3,3,333,OTHERS
12426,195,1,582.73,1,4,3,143,"LOYAL CUSTOMER"
13427,20,3,582.60,4,3,3,433,"POTENTIAL LOYALISTS"
17970,212,1,582.59,1,4,3,143,"LOYAL CUSTOMER"
12695,8,4,582.10,5,2,3,523,"POTENTIAL LOYALISTS"
18095,313,2,580.05,1,3,3,133,OTHERS
16906,82,4,579.77,2,2,3,223,"AT RISK"
17142,240,1,579.00,1,4,3,143,"LOYAL CUSTOMER"
13292,39,2,578.94,3,3,3,333,OTHERS
17540,25,2,578.90,4,4,3,443,"LOYAL CUSTOMER"
12601,190,5,577.06,1,2,3,123,"AT RISK"
14176,298,4,576.90,1,2,3,123,"AT RISK"
16916,24,2,576.26,4,4,3,443,"LOYAL CUSTOMER"
15830,38,1,576.00,3,5,3,353,"LOYAL CUSTOMER"
15550,5,4,575.63,5,2,3,523,"POTENTIAL LOYALISTS"
16345,45,1,575.41,3,5,3,353,"LOYAL CUSTOMER"
13487,58,3,575.40,3,2,3,323,OTHERS
14167,40,4,574.84,3,2,3,323,OTHERS
14400,150,1,574.70,2,5,3,253,"LOYAL CUSTOMER"
12784,10,2,574.42,5,4,3,543,"LOYAL CUSTOMER"
15339,67,2,574.07,3,3,3,333,OTHERS
15303,291,1,574.02,1,4,3,143,"LOYAL CUSTOMER"
12879,45,3,573.22,3,3,3,333,OTHERS
15415,314,1,572.81,1,4,3,143,"LOYAL CUSTOMER"
13379,27,3,572.56,4,3,3,433,"POTENTIAL LOYALISTS"
13405,75,3,572.45,2,2,3,223,"AT RISK"
12816,96,2,572.20,2,3,3,233,OTHERS
13816,24,2,571.67,4,4,3,443,"LOYAL CUSTOMER"
17616,174,3,571.20,2,2,3,223,"AT RISK"
15821,45,2,570.96,3,3,3,333,OTHERS
15315,65,2,570.50,3,3,3,333,OTHERS
14592,36,3,570.46,3,3,3,333,OTHERS
16667,69,2,570.13,3,3,3,333,OTHERS
13939,24,3,568.55,4,3,3,433,"POTENTIAL LOYALISTS"
13321,73,2,567.36,2,3,3,233,OTHERS
17897,173,3,566.60,2,2,3,223,"AT RISK"
18150,33,3,566.58,4,3,3,433,"POTENTIAL LOYALISTS"
16278,101,1,566.38,2,5,3,253,"LOYAL CUSTOMER"
13894,24,3,564.62,4,3,3,433,"POTENTIAL LOYALISTS"
15344,1,3,563.94,5,3,3,533,"POTENTIAL LOYALISTS"
16933,2,2,563.23,5,4,3,543,"LOYAL CUSTOMER"
14753,88,1,563.15,2,5,3,253,"LOYAL CUSTOMER"
17265,139,2,562.90,2,3,3,233,OTHERS
12414,218,3,562.41,1,2,3,123,"AT RISK"
12559,311,2,561.71,1,3,3,133,OTHERS
13946,80,3,561.57,2,2,3,223,"AT RISK"
15655,244,1,560.67,1,4,3,143,"LOYAL CUSTOMER"
13044,292,1,560.47,1,4,3,143,"LOYAL CUSTOMER"
14273,52,4,559.97,3,2,3,323,OTHERS
16275,197,1,559.87,1,4,3,143,"LOYAL CUSTOMER"
18043,25,3,559.51,4,3,3,433,"POTENTIAL LOYALISTS"
14177,87,4,559.41,2,2,3,223,"AT RISK"
12866,284,1,559.12,1,4,3,143,"LOYAL CUSTOMER"
17503,3,2,558.96,5,4,3,543,"LOYAL CUSTOMER"
12987,74,2,558.70,2,3,3,233,OTHERS
13800,310,1,558.32,1,4,3,143,"LOYAL CUSTOMER"
13260,62,1,557.62,3,5,3,353,"LOYAL CUSTOMER"
17955,199,4,557.30,1,2,3,123,"AT RISK"
17295,29,3,556.95,4,3,3,433,"POTENTIAL LOYALISTS"
16385,61,3,555.89,3,2,3,323,OTHERS
14805,16,4,554.65,4,2,3,423,"POTENTIAL LOYALISTS"
14891,149,2,554.38,2,3,3,233,OTHERS
14618,10,3,553.44,5,3,3,533,"POTENTIAL LOYALISTS"
15068,47,2,553.36,3,3,3,333,OTHERS
12363,110,2,552.00,2,3,3,233,OTHERS
17674,75,2,551.04,2,3,3,233,OTHERS
17291,309,1,550.80,1,4,3,143,"LOYAL CUSTOMER"
17235,26,2,550.06,4,4,3,443,"LOYAL CUSTOMER"
12390,80,1,549.84,2,5,3,253,"LOYAL CUSTOMER"
16340,108,1,549.07,2,5,3,253,"LOYAL CUSTOMER"
16536,111,1,548.97,2,5,3,253,"LOYAL CUSTOMER"
16031,93,2,548.94,2,3,3,233,OTHERS
14474,47,1,547.66,3,5,3,353,"LOYAL CUSTOMER"
16811,5,2,547.07,5,4,3,543,"LOYAL CUSTOMER"
17637,32,2,547.06,4,3,3,433,"POTENTIAL LOYALISTS"
16211,89,1,547.02,2,5,3,253,"LOYAL CUSTOMER"
17520,54,1,546.81,3,5,3,353,"LOYAL CUSTOMER"
12743,135,2,546.43,2,3,3,233,OTHERS
14997,47,3,546.20,3,3,3,333,OTHERS
17806,12,1,546.04,5,5,3,553,"LOYAL CUSTOMER"
12793,335,2,545.48,1,3,3,133,OTHERS
16475,89,4,544.30,2,2,3,223,"AT RISK"
13617,41,3,544.18,3,3,3,333,OTHERS
13390,75,1,544.08,2,5,3,253,"LOYAL CUSTOMER"
16927,116,3,543.05,2,2,3,223,"AT RISK"
13278,41,1,542.73,3,5,3,353,"LOYAL CUSTOMER"
16230,190,2,542.03,1,3,3,133,OTHERS
17447,41,2,541.53,3,3,3,333,OTHERS
17557,15,3,541.46,4,3,3,433,"POTENTIAL LOYALISTS"
13874,359,1,540.45,1,4,3,143,"LOYAL CUSTOMER"
13812,43,3,539.00,3,3,3,333,OTHERS
14496,312,2,538.81,1,3,3,133,OTHERS
15452,30,3,538.73,4,3,3,433,"POTENTIAL LOYALISTS"
15469,51,2,538.55,3,3,3,333,OTHERS
15539,8,1,538.46,5,5,3,553,"LOYAL CUSTOMER"
17062,314,4,538.37,1,2,3,123,"AT RISK"
17345,16,4,537.74,4,2,3,423,"POTENTIAL LOYALISTS"
14539,16,2,537.48,4,4,3,443,"LOYAL CUSTOMER"
16206,55,4,537.06,3,2,3,323,OTHERS
15043,32,1,537.00,4,5,3,453,"LOYAL CUSTOMER"
16804,24,3,536.99,4,3,3,433,"POTENTIAL LOYALISTS"
16233,72,3,536.68,3,2,3,323,OTHERS
15535,174,4,536.40,2,2,3,223,"AT RISK"
16142,250,1,535.34,1,4,3,143,"LOYAL CUSTOMER"
12988,293,1,535.32,1,4,3,143,"LOYAL CUSTOMER"
13000,107,3,534.85,2,2,3,223,"AT RISK"
13385,330,1,534.57,1,4,3,143,"LOYAL CUSTOMER"
13434,75,2,534.24,2,3,3,233,OTHERS
17443,220,1,534.24,1,4,3,143,"LOYAL CUSTOMER"
13217,123,3,533.98,2,2,3,223,"AT RISK"
15433,214,2,533.30,1,3,3,133,OTHERS
15756,62,4,532.96,3,2,3,323,OTHERS
15825,173,1,532.94,2,5,3,253,"LOYAL CUSTOMER"
16706,38,3,531.35,3,3,3,333,OTHERS
14265,110,2,530.18,2,3,3,233,OTHERS
18159,302,1,530.15,1,4,3,143,"LOYAL CUSTOMER"
14002,135,2,529.73,2,3,3,233,OTHERS
14463,99,3,529.62,2,2,3,223,"AT RISK"
16185,17,2,529.41,4,4,3,443,"LOYAL CUSTOMER"
17631,2,3,528.33,5,3,3,533,"POTENTIAL LOYALISTS"
16602,37,1,528.08,3,5,3,353,"LOYAL CUSTOMER"
12479,12,1,527.20,5,5,3,553,"LOYAL CUSTOMER"
17623,33,1,527.05,4,5,3,453,"LOYAL CUSTOMER"
18252,51,2,526.67,3,3,3,333,OTHERS
16892,2,5,525.54,5,2,3,523,"POTENTIAL LOYALISTS"
17290,4,2,525.24,5,4,3,543,"LOYAL CUSTOMER"
17429,129,3,524.92,2,2,3,223,"AT RISK"
15467,10,3,524.88,5,3,3,533,"POTENTIAL LOYALISTS"
15891,227,1,524.52,1,4,3,143,"LOYAL CUSTOMER"
13721,37,1,524.14,3,5,3,353,"LOYAL CUSTOMER"
17329,15,2,523.11,4,4,3,443,"LOYAL CUSTOMER"
18017,82,3,523.00,2,2,3,223,"AT RISK"
17712,45,1,522.91,3,5,3,353,"LOYAL CUSTOMER"
14871,4,4,522.38,5,2,3,523,"POTENTIAL LOYALISTS"
12863,53,1,521.20,3,5,3,353,"LOYAL CUSTOMER"
15149,134,1,520.80,2,5,3,253,"LOYAL CUSTOMER"
14873,211,1,519.68,1,4,3,143,"LOYAL CUSTOMER"
12571,40,2,519.61,3,3,3,333,OTHERS
13643,32,3,519.44,4,3,3,433,"POTENTIAL LOYALISTS"
16955,185,4,518.67,1,2,3,123,"AT RISK"
16650,72,1,518.42,3,5,3,353,"LOYAL CUSTOMER"
15030,72,2,518.28,3,3,3,333,OTHERS
16135,263,1,517.55,1,4,3,143,"LOYAL CUSTOMER"
17454,193,4,517.53,1,2,3,123,"AT RISK"
18205,37,2,517.36,3,3,3,333,OTHERS
13043,274,1,516.42,1,4,3,143,"LOYAL CUSTOMER"
15882,199,4,516.36,1,2,3,123,"AT RISK"
15809,37,5,515.77,3,2,3,323,OTHERS
12811,261,3,514.85,1,2,3,123,"AT RISK"
15246,239,2,514.15,1,3,3,133,OTHERS
13005,174,2,513.70,2,3,3,233,OTHERS
17513,73,1,513.20,2,5,3,253,"LOYAL CUSTOMER"
17805,74,1,512.31,2,5,3,253,"LOYAL CUSTOMER"
17480,78,1,511.82,2,5,3,253,"LOYAL CUSTOMER"
12582,239,2,511.36,1,3,3,133,OTHERS
14851,24,2,511.35,4,4,3,443,"LOYAL CUSTOMER"
16561,6,2,511.12,5,4,3,543,"LOYAL CUSTOMER"
15406,32,2,510.71,4,3,3,433,"POTENTIAL LOYALISTS"
12904,19,2,509.58,4,4,3,443,"LOYAL CUSTOMER"
12436,100,1,509.01,2,5,3,253,"LOYAL CUSTOMER"
16898,27,3,508.81,4,3,3,433,"POTENTIAL LOYALISTS"
17391,164,2,508.80,2,3,3,233,OTHERS
15417,86,1,508.80,2,5,3,253,"LOYAL CUSTOMER"
14317,65,1,508.58,3,5,3,353,"LOYAL CUSTOMER"
17958,117,1,508.46,2,5,3,253,"LOYAL CUSTOMER"
17415,80,1,507.84,2,5,3,253,"LOYAL CUSTOMER"
14158,41,1,507.66,3,5,3,353,"LOYAL CUSTOMER"
14820,22,4,507.29,4,2,3,423,"POTENTIAL LOYALISTS"
15721,12,1,507.08,5,5,3,553,"LOYAL CUSTOMER"
16960,39,3,507.05,3,3,3,333,OTHERS
13885,190,2,506.80,1,3,3,133,OTHERS
16614,183,1,506.19,1,4,3,143,"LOYAL CUSTOMER"
14014,78,1,505.18,2,5,3,253,"LOYAL CUSTOMER"
15081,23,5,504.80,4,2,3,423,"POTENTIAL LOYALISTS"
12991,24,2,503.76,4,4,3,443,"LOYAL CUSTOMER"
17630,170,2,503.60,2,3,3,233,OTHERS
16863,32,2,502.80,4,3,3,433,"POTENTIAL LOYALISTS"
15006,52,1,502.09,3,5,3,353,"LOYAL CUSTOMER"
13865,59,4,501.56,3,2,3,323,OTHERS
15881,313,5,501.39,1,2,3,123,"AT RISK"
13116,139,1,501.14,2,5,3,253,"LOYAL CUSTOMER"
